Role,,Company_Type,Industry,,Location_Tier,Experience_Level,Job_Type,,Salary_LPA,Skills_Required,Education_Required
DevOps Engineer,,Indian Unicorn,Banking & Finance,,Tier 2,Fresher (0-1 yr),Full-Time,,6.5,"Linux, Ansible, CI/CD",M.Tech/M.E.
Cloud Engineer,,Startup,Consulting,,Tier 1,Junior (1-3 yrs),Full-Time,,12.7,"Docker, Linux, Terraform, AWS, GCP, Kubernetes",BCA
Software Engineer,,MNC,Information Technology,,Remote,Lead (10+ yrs),Full-Time,,50.3,"Algorithms, Python, C++, System Design, Java, REST APIs",M.Tech/M.E.
Blockchain Developer,,Startup,Consulting,,Remote,Fresher (0-1 yr),Contract,,6.7,"Smart Contracts, Ethereum, Python, Web3.js, Solidity",B.Tech/B.E.
Business Analyst,,MNC,Information Technology,,Remote,Senior (6-10 yrs),Full-Time,,31.5,"SQL, Agile, Requirements Gathering, JIRA, Excel, Power BI",MCA
QA Engineer,,PSU/Govt,Banking & Finance,,Tier 2,Mid (3-6 yrs),Full-Time,,11.9,"JIRA, Postman, API Testing, Manual Testing, Selenium, Python",M.Tech/M.E.
Data Engineer,,MNC,FinTech,,Remote,Junior (1-3 yrs),Full-Time,,7.6,"Spark, Airflow, Python",B.Sc (CS/IT)
Business Analyst,,Indian Unicorn,Information Technology,,Remote,Senior (6-10 yrs),Full-Time,,47.4,"Requirements Gathering, Agile, JIRA, SQL",MCA
iOS Developer,,MNC,Information Technology,,Tier 1,Senior (6-10 yrs),Full-Time,,31.8,"Xcode, REST APIs, Swift, Core Data, Firebase, SwiftUI",PhD
React Developer,,Indian Unicorn,Gaming,,Remote,Mid (3-6 yrs),Contract,,25,"HTML/CSS, Next.js, TypeScript, React, JavaScript, Redux",B.Tech/B.E.
Python Developer,,PSU/Govt,HealthTech,,Tier 1,Fresher (0-1 yr),Contract,,3.5,"PostgreSQL, FastAPI, AWS, Docker, Django, REST APIs",M.Tech/M.E.
Java Developer,,MNC,E-Commerce,,Remote,Junior (1-3 yrs),Contract,,10.8,"Microservices, REST APIs, Spring Boot, SQL, Maven",B.Tech/B.E.
Technical Lead,,Startup,FinTech,,Tier 1,Lead (10+ yrs),Full-Time,,75.7,"Agile, Code Review, AWS",BCA
Backend Developer,,Startup,Consulting,,Tier 1,Fresher (0-1 yr),Full-Time,,5.2,"Redis, Django, Node.js",PhD
Cybersecurity Analyst,,PSU/Govt,E-Commerce,,Remote,Junior (1-3 yrs),Full-Time,,5.8,"Python, Penetration Testing, Network Security, SIEM",M.Tech/M.E.
Backend Developer,,MNC,Information Technology,,Tier 2,Fresher (0-1 yr),Full-Time,,3.8,"Java, MongoDB, Docker",B.Tech/B.E.
QA Engineer,,Startup,Logistics,,Tier 2,Junior (1-3 yrs),Full-Time,,11.8,"Postman, Selenium, JIRA, Python, Manual Testing, API Testing",B.Tech/B.E.
QA Engineer,,PSU/Govt,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,4,"JIRA, Manual Testing, API Testing, Python, Postman",M.Tech/M.E.
Technical Lead,,Indian Unicorn,FinTech,,Remote,Senior (6-10 yrs),Internship,,1.8,"System Design, Microservices, Code Review, AWS, Team Leadership, Agile",M.Tech/M.E.
iOS Developer,,PSU/Govt,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,10.1,"REST APIs, Core Data, Firebase",B.Tech/B.E.
Software Engineer,,Startup,Consulting,,Tier 1,Mid (3-6 yrs),Full-Time,,19.7,"Data Structures, REST APIs, Algorithms, Git",B.Tech/B.E.
Cloud Engineer,,PSU/Govt,Government/PSU,,Tier 1,Fresher (0-1 yr),Full-Time,,4,"AWS, Terraform, Docker, Linux, Azure, GCP",BCA
Machine Learning Engineer,,MNC,EdTech,,Tier 2,Junior (1-3 yrs),Full-Time,,11.4,"Kubernetes, TensorFlow, Docker",MBA
QA Engineer,,MNC,Banking & Finance,,Remote,Senior (6-10 yrs),Full-Time,,43,"Selenium, JIRA, Python",BCA
Data Analyst,,MNC,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,15,"Power BI, Data Visualization, Python",M.Tech/M.E.
Cybersecurity Analyst,,MNC,E-Commerce,,Remote,Junior (1-3 yrs),Full-Time,,10.6,"Network Security, Python, Ethical Hacking, Penetration Testing, SIEM",MCA
MLOps Engineer,,MNC,Consulting,,Remote,Fresher (0-1 yr),Full-Time,,5.8,"Airflow, Kubernetes, MLflow, AWS, Docker",BCA
Backend Developer,,Indian Unicorn,Information Technology,,Tier 1,Junior (1-3 yrs),Internship,,3.4,"Redis, Node.js, Django, Docker, Python, MongoDB",B.Tech/B.E.
Java Developer,,MNC,FinTech,,Remote,Mid (3-6 yrs),Full-Time,,19.6,"Java, Microservices, Spring Boot",B.Tech/B.E.
Full Stack Developer,,Startup,HealthTech,,Remote,Senior (6-10 yrs),Full-Time,,42.1,"Docker, REST APIs, React, Node.js, MongoDB, Python",B.Tech/B.E.
Python Developer,,MNC,Consulting,,Tier 2,Lead (10+ yrs),Full-Time,,72.3,"PostgreSQL, AWS, Python",MCA
Cloud Engineer,,PSU/Govt,Gaming,,Tier 1,Mid (3-6 yrs),Internship,,2.8,"AWS, Terraform, Kubernetes, Linux",B.Tech/B.E.
Backend Developer,,PSU/Govt,Information Technology,,Tier 2,Junior (1-3 yrs),Full-Time,,5.8,"PostgreSQL, Python, Node.js",B.Tech/B.E.
iOS Developer,,MNC,Information Technology,,Tier 1,Junior (1-3 yrs),Internship,,2.7,"Firebase, REST APIs, SwiftUI, Xcode, Swift",B.Tech/B.E.
Software Engineer,,PSU/Govt,Manufacturing,,Tier 1,Senior (6-10 yrs),Full-Time,,17.5,"Data Structures, Git, Algorithms, REST APIs, C++",BCA
Backend Developer,,Startup,HealthTech,,Tier 1,Mid (3-6 yrs),Full-Time,,18.6,"Python, MongoDB, Java, Node.js, Redis",B.Tech/B.E.
iOS Developer,,Indian Unicorn,Banking & Finance,,Remote,Junior (1-3 yrs),Contract,,9.8,"REST APIs, Firebase, Core Data, SwiftUI, Swift, Xcode",B.Sc (CS/IT)
Data Analyst,,Startup,FinTech,,Tier 2,Senior (6-10 yrs),Full-Time,,30.6,"Power BI, Python, Statistics, SQL, Data Visualization",M.Tech/M.E.
DevOps Engineer,,MNC,EdTech,,Tier 2,Junior (1-3 yrs),Full-Time,,12,"Terraform, Jenkins, Kubernetes, CI/CD",M.Tech/M.E.
Node.js Developer,,MNC,Information Technology,,Remote,Senior (6-10 yrs),Contract,,28.4,"JavaScript, Express.js, TypeScript, Node.js, MongoDB",BCA
Software Engineer,,Startup,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,19.1,"C++, System Design, Data Structures, REST APIs",MCA
Technical Lead,,MNC,Media & Entertainment,,Tier 1,Senior (6-10 yrs),Contract,,28.9,"AWS, Code Review, Microservices",M.Tech/M.E.
QA Engineer,,Startup,Government/PSU,,Tier 1,Junior (1-3 yrs),Full-Time,,10.4,"Manual Testing, API Testing, JIRA, Postman, Python, Selenium",B.Com + Certification
Full Stack Developer,,MNC,Gaming,,Tier 1,Mid (3-6 yrs),Contract,,14.2,"REST APIs, MongoDB, Python, Docker, PostgreSQL, Node.js",B.Sc (CS/IT)
Data Analyst,,MNC,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,18,"Statistics, Power BI, Python",PhD
Data Analyst,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,15.8,"Data Visualization, Power BI, Tableau, Excel, Python",B.Com + Certification
Power BI Developer,,Indian Unicorn,Information Technology,,Remote,Fresher (0-1 yr),Contract,,8.3,"Power BI, ETL, Excel, SQL, Data Modeling, DAX",B.Com + Certification
DevOps Engineer,,MNC,Logistics,,Remote,Junior (1-3 yrs),Full-Time,,8.4,"Kubernetes, Terraform, AWS, Ansible, Jenkins, CI/CD",B.Tech/B.E.
Data Analyst,,Startup,Information Technology,,Tier 2,Mid (3-6 yrs),Full-Time,,21.1,"Tableau, Data Visualization, SQL",MBA
Business Analyst,,Indian Unicorn,Government/PSU,,Tier 1,Junior (1-3 yrs),Contract,,15.3,"Power BI, Excel, SQL, Requirements Gathering",B.Tech/B.E.
Data Analyst,,PSU/Govt,E-Commerce,,Tier 1,Mid (3-6 yrs),Internship,,1.5,"Tableau, SQL, Power BI, Excel, Statistics",B.Tech/B.E.
Data Engineer,,Startup,Government/PSU,,Tier 1,Senior (6-10 yrs),Full-Time,,39.1,"dbt, SQL, Airflow, Kafka, Spark, AWS",B.Tech/B.E.
QA Engineer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,19.1,"Postman, API Testing, Python, Manual Testing, JIRA, Selenium",B.Tech/B.E.
Backend Developer,,Startup,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,19.2,"Redis, Node.js, Docker, Java, PostgreSQL, Python",BCA
Data Analyst,,MNC,Consulting,,Tier 1,Mid (3-6 yrs),Full-Time,,19.2,"Power BI, Statistics, Excel",B.Sc (CS/IT)
Full Stack Developer,,MNC,Banking & Finance,,Remote,Senior (6-10 yrs),Full-Time,,43.6,"React, Python, REST APIs, Docker, MongoDB, Node.js",MBA
MLOps Engineer,,Startup,Telecom,,Remote,Mid (3-6 yrs),Full-Time,,26.5,"MLflow, CI/CD, AWS",B.Tech/B.E.
Product Manager,,MNC,EdTech,,Tier 2,Senior (6-10 yrs),Part-Time,,33.2,"Roadmapping, SQL, Product Strategy, User Research, JIRA, Agile",B.Tech/B.E.
MLOps Engineer,,Indian Unicorn,HealthTech,,Tier 1,Junior (1-3 yrs),Full-Time,,16.6,"Docker, CI/CD, Kubernetes, Python",BCA
QA Engineer,,MNC,EdTech,,Tier 1,Fresher (0-1 yr),Full-Time,,5,"Selenium, API Testing, Manual Testing",B.Tech/B.E.
Java Developer,,MNC,Banking & Finance,,Tier 1,Mid (3-6 yrs),Full-Time,,14,"Hibernate, Microservices, Maven, SQL, REST APIs",B.Tech/B.E.
Node.js Developer,,Indian Unicorn,Media & Entertainment,,Tier 1,Mid (3-6 yrs),Full-Time,,24.8,"TypeScript, REST APIs, Express.js, MongoDB",B.Tech/B.E.
React Developer,,PSU/Govt,Information Technology,,Remote,Mid (3-6 yrs),Part-Time,,13.9,"JavaScript, React, Redux, TypeScript, Next.js",B.Sc (CS/IT)
NLP Engineer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,20.5,"HuggingFace, LLMs, TensorFlow, Transformers",B.Tech/B.E.
AI Engineer,,PSU/Govt,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,14.2,"OpenAI API, Python, Vector DBs, LLMs, NLP",B.Tech/B.E.
Data Scientist,,MNC,Consulting,,Tier 2,Senior (6-10 yrs),Contract,,33.4,"Tableau, Pandas, Python, NLP, Deep Learning, Machine Learning",B.Tech/B.E.
Node.js Developer,,MNC,Logistics,,Tier 1,Fresher (0-1 yr),Full-Time,,5.2,"MongoDB, Express.js, TypeScript, REST APIs",MCA
QA Engineer,,Indian Unicorn,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,18.9,"Python, Selenium, Manual Testing",B.Tech/B.E.
Data Analyst,,MNC,HealthTech,,Tier 1,Mid (3-6 yrs),Full-Time,,17.5,"Python, Tableau, Statistics",M.Tech/M.E.
Data Engineer,,Startup,FinTech,,Tier 2,Fresher (0-1 yr),Full-Time,,6.5,"Spark, Airflow, ETL, AWS",M.Tech/M.E.
Power BI Developer,,PSU/Govt,Media & Entertainment,,Remote,Fresher (0-1 yr),Full-Time,,3.7,"Data Modeling, Excel, SQL",B.Tech/B.E.
UI/UX Designer,,Startup,E-Commerce,,Tier 2,Junior (1-3 yrs),Internship,,2.9,"User Research, Prototyping, Wireframing",B.Com + Certification
Python Developer,,MNC,Banking & Finance,,Remote,Fresher (0-1 yr),Full-Time,,5.8,"AWS, Django, REST APIs",B.Tech/B.E.
React Developer,,Startup,Logistics,,Remote,Senior (6-10 yrs),Part-Time,,48.7,"JavaScript, React, Redux, HTML/CSS, TypeScript, Next.js",MCA
NLP Engineer,,Startup,Information Technology,,Remote,Junior (1-3 yrs),Full-Time,,11.5,"Python, HuggingFace, TensorFlow",MCA
MLOps Engineer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,23.4,"MLflow, AWS, Airflow, CI/CD, Kubernetes, Docker",B.Sc (CS/IT)
NLP Engineer,,MNC,Consulting,,Remote,Mid (3-6 yrs),Contract,,17.8,"SpaCy, Transformers, LLMs, TensorFlow, BERT",B.Tech/B.E.
Engineering Manager,,Startup,EdTech,,Remote,Senior (6-10 yrs),Full-Time,,63.5,"Agile, Hiring, OKRs, People Management, System Design, Roadmapping",B.Tech/B.E.
Full Stack Developer,,MNC,Information Technology,,Remote,Mid (3-6 yrs),Internship,,2,"Node.js, REST APIs, React, MongoDB, AWS, Docker",B.Tech/B.E.
Data Scientist,,MNC,Banking & Finance,,Tier 1,Fresher (0-1 yr),Internship,,1.4,"NLP, SQL, TensorFlow, Pandas",B.Tech/B.E.
Machine Learning Engineer,,MNC,Information Technology,,Tier 1,Senior (6-10 yrs),Full-Time,,45.2,"Docker, PyTorch, Kubernetes",MCA
Software Engineer,,Indian Unicorn,Retail,,Remote,Lead (10+ yrs),Part-Time,,70.5,"Algorithms, Git, Java",M.Tech/M.E.
QA Engineer,,MNC,Information Technology,,Remote,Mid (3-6 yrs),Internship,,2.5,"Selenium, API Testing, Postman",B.Tech/B.E.
Research Scientist,,Indian Unicorn,Banking & Finance,,Tier 1,Mid (3-6 yrs),Full-Time,,21.9,"NLP, Publications, R, Deep Learning",MCA
Java Developer,,Startup,Information Technology,,Remote,Junior (1-3 yrs),Internship,,1.9,"Java, Maven, SQL, REST APIs, Hibernate",MCA
Backend Developer,,Startup,E-Commerce,,Tier 1,Fresher (0-1 yr),Internship,,3.2,"Java, Redis, FastAPI, Docker, MongoDB, PostgreSQL",B.Tech/B.E.
Backend Developer,,Startup,Banking & Finance,,Remote,Junior (1-3 yrs),Contract,,13.1,"MongoDB, Java, Django, Redis, Python",M.Tech/M.E.
Technical Lead,,PSU/Govt,Banking & Finance,,Tier 2,Junior (1-3 yrs),Full-Time,,7.6,"Code Review, Microservices, AWS, Agile, System Design",MCA
Cloud Engineer,,PSU/Govt,Logistics,,Tier 2,Fresher (0-1 yr),Full-Time,,4.2,"Kubernetes, Linux, GCP, Terraform, Azure",B.Tech/B.E.
React Developer,,Startup,HealthTech,,Tier 1,Fresher (0-1 yr),Contract,,4.5,"TypeScript, HTML/CSS, JavaScript, Next.js",MBA
Java Developer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,18.9,"Hibernate, Microservices, SQL, Maven, Java",B.Tech/B.E.
UI/UX Designer,,MNC,EdTech,,Remote,Lead (10+ yrs),Full-Time,,50,"Wireframing, Prototyping, Figma",B.Tech/B.E.
DevOps Engineer,,MNC,Banking & Finance,,Tier 2,Lead (10+ yrs),Contract,,52,"Jenkins, Linux, Ansible, AWS, Kubernetes",M.Tech/M.E.
Full Stack Developer,,Startup,Consulting,,Tier 1,Mid (3-6 yrs),Part-Time,,16.2,"React, REST APIs, MongoDB, PostgreSQL, AWS, Python",MCA
Software Engineer,,Startup,E-Commerce,,Tier 2,Mid (3-6 yrs),Full-Time,,26.7,"Git, System Design, Data Structures",B.Com + Certification
Node.js Developer,,Startup,Consulting,,Remote,Mid (3-6 yrs),Full-Time,,21.2,"TypeScript, Node.js, JavaScript",M.Tech/M.E.
Python Developer,,Indian Unicorn,E-Commerce,,Tier 1,Mid (3-6 yrs),Internship,,3,"AWS, PostgreSQL, Django, Docker, Python, REST APIs",MCA
Backend Developer,,MNC,FinTech,,Tier 2,Mid (3-6 yrs),Full-Time,,17.2,"PostgreSQL, Node.js, MongoDB, Django, Java, FastAPI",MCA
DevOps Engineer,,Startup,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,5.7,"Docker, CI/CD, Ansible, Kubernetes, Jenkins",M.Tech/M.E.
Cloud Engineer,,MNC,HealthTech,,Remote,Fresher (0-1 yr),Full-Time,,5.3,"Azure, GCP, Terraform, Linux, AWS",MBA
Power BI Developer,,Startup,E-Commerce,,Tier 1,Senior (6-10 yrs),Full-Time,,38.8,"SQL, Excel, ETL, Data Modeling",B.Tech/B.E.
Product Manager,,Startup,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,26.3,"User Research, Agile, Roadmapping, A/B Testing, SQL, JIRA",MCA
Technical Lead,,Startup,Gaming,,Remote,Junior (1-3 yrs),Full-Time,,11.1,"Microservices, Team Leadership, AWS, System Design",B.Tech/B.E.
Python Developer,,Startup,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,28.8,"Docker, REST APIs, Python, FastAPI",MBA
Machine Learning Engineer,,Startup,Logistics,,Remote,Mid (3-6 yrs),Full-Time,,29.7,"Python, PyTorch, Scikit-learn, TensorFlow, Docker, AWS",B.Tech/B.E.
Python Developer,,Startup,Automobile,,Tier 1,Mid (3-6 yrs),Full-Time,,17.9,"FastAPI, Docker, AWS, PostgreSQL, Django",BCA
Python Developer,,Indian Unicorn,Consulting,,Tier 1,Fresher (0-1 yr),Full-Time,,9,"PostgreSQL, AWS, FastAPI, Django, REST APIs, Python",B.Tech/B.E.
Data Scientist,,Startup,Information Technology,,Remote,Lead (10+ yrs),Full-Time,,59.4,"Python, Statistics, Machine Learning, Tableau, TensorFlow",B.Tech/B.E.
Engineering Manager,,Startup,E-Commerce,,Tier 1,Mid (3-6 yrs),Full-Time,,29,"OKRs, People Management, Hiring, System Design, Agile, Roadmapping",B.Sc (CS/IT)
Java Developer,,Indian Unicorn,Media & Entertainment,,Tier 1,Mid (3-6 yrs),Full-Time,,22.8,"Spring Boot, Microservices, SQL, Hibernate, Maven",B.Tech/B.E.
DevOps Engineer,,PSU/Govt,Information Technology,,Tier 1,Mid (3-6 yrs),Full-Time,,13.1,"Docker, Kubernetes, Terraform, Linux, Jenkins",B.Tech/B.E.
Python Developer,,Startup,Banking & Finance,,Tier 1,Mid (3-6 yrs),Full-Time,,25.2,"Docker, REST APIs, Django, AWS",B.Tech/B.E.
Full Stack Developer,,Indian Unicorn,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,28.2,"PostgreSQL, REST APIs, Node.js, AWS, React, Docker",MBA
Data Scientist,,MNC,Information Technology,,Tier 1,Mid (3-6 yrs),Internship,,2,"Scikit-learn, TensorFlow, NLP, Tableau",B.Sc (CS/IT)
Product Manager,,Indian Unicorn,Banking & Finance,,Remote,Fresher (0-1 yr),Part-Time,,6.7,"User Research, Agile, SQL",BCA
QA Engineer,,Startup,Information Technology,,Remote,Fresher (0-1 yr),Full-Time,,4.7,"API Testing, JIRA, Manual Testing, Python, Selenium, Postman",B.Tech/B.E.
Python Developer,,PSU/Govt,Government/PSU,,Tier 1,Fresher (0-1 yr),Full-Time,,3.8,"REST APIs, PostgreSQL, FastAPI, AWS",B.Tech/B.E.
Business Analyst,,PSU/Govt,FinTech,,Tier 1,Junior (1-3 yrs),Full-Time,,6.1,"Requirements Gathering, Excel, Power BI",B.Tech/B.E.
Android Developer,,Startup,Information Technology,,Remote,Lead (10+ yrs),Full-Time,,68.6,"Android SDK, REST APIs, Jetpack Compose, Firebase, Java",B.Sc (CS/IT)
Full Stack Developer,,MNC,Gaming,,Tier 1,Fresher (0-1 yr),Full-Time,,4.8,"AWS, MongoDB, React, Python, Docker",M.Tech/M.E.
Cloud Engineer,,PSU/Govt,FinTech,,Tier 2,Junior (1-3 yrs),Full-Time,,8.5,"Kubernetes, Docker, Terraform, GCP",PhD
Technical Lead,,MNC,EdTech,,Remote,Fresher (0-1 yr),Contract,,5.4,"Team Leadership, Microservices, Agile, AWS",B.Tech/B.E.
Frontend Developer,,Startup,Banking & Finance,,Remote,Mid (3-6 yrs),Internship,,3,"React, JavaScript, TypeScript",B.Tech/B.E.
Data Engineer,,Indian Unicorn,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,19.6,"Python, Kafka, dbt, ETL, SQL",MBA
Technical Lead,,Indian Unicorn,EdTech,,Tier 1,Senior (6-10 yrs),Full-Time,,54.4,"Code Review, Microservices, AWS, Team Leadership",BCA
NLP Engineer,,MNC,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,7.5,"Python, LLMs, TensorFlow, BERT, HuggingFace",B.Tech/B.E.
Business Analyst,,MNC,Manufacturing,,Tier 2,Mid (3-6 yrs),Full-Time,,17.8,"Requirements Gathering, Excel, SQL, Power BI",MBA
Java Developer,,PSU/Govt,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,4,"Java, REST APIs, Spring Boot",BCA
Computer Vision Engineer,,Startup,Banking & Finance,,Tier 1,Junior (1-3 yrs),Full-Time,,15,"Python, YOLO, OpenCV, Deep Learning",BCA
Cloud Engineer,,Startup,HealthTech,,Tier 2,Senior (6-10 yrs),Contract,,32.9,"Linux, Docker, AWS, GCP, Azure, Kubernetes",M.Tech/M.E.
Java Developer,,Startup,Media & Entertainment,,Remote,Senior (6-10 yrs),Internship,,2.7,"Microservices, REST APIs, Hibernate, Java, SQL",MCA
Python Developer,,Startup,Consulting,,Tier 1,Junior (1-3 yrs),Full-Time,,10.6,"AWS, PostgreSQL, Python, REST APIs, Docker",B.Tech/B.E.
Software Engineer,,Startup,HealthTech,,Remote,Mid (3-6 yrs),Full-Time,,17.1,"C++, System Design, Algorithms, Java, REST APIs",B.Tech/B.E.
Cybersecurity Analyst,,Indian Unicorn,Gaming,,Remote,Mid (3-6 yrs),Internship,,3.3,"Network Security, Python, Penetration Testing",B.Sc (CS/IT)
Machine Learning Engineer,,PSU/Govt,Logistics,,Remote,Mid (3-6 yrs),Full-Time,,10.7,"Kubernetes, Python, AWS, Scikit-learn, MLOps, Docker",B.Tech/B.E.
NLP Engineer,,MNC,FinTech,,Remote,Mid (3-6 yrs),Full-Time,,15.4,"TensorFlow, LLMs, Transformers, Python, HuggingFace, SpaCy",B.Sc (CS/IT)
Data Analyst,,PSU/Govt,Banking & Finance,,Tier 1,Lead (10+ yrs),Full-Time,,21.3,"Python, Power BI, Data Visualization",B.Sc (CS/IT)
Software Engineer,,Indian Unicorn,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,9.3,"Data Structures, System Design, Java",B.Tech/B.E.
Computer Vision Engineer,,Startup,Information Technology,,Tier 1,Junior (1-3 yrs),Full-Time,,13.4,"TensorFlow, PyTorch, Deep Learning, YOLO",BCA
QA Engineer,,Startup,Gaming,,Remote,Mid (3-6 yrs),Full-Time,,27.6,"Postman, API Testing, Python, JIRA, Manual Testing, Selenium",MCA
AI Engineer,,MNC,E-Commerce,,Tier 2,Senior (6-10 yrs),Contract,,37.3,"Prompt Engineering, LLMs, LangChain",BCA
Python Developer,,Startup,Banking & Finance,,Remote,Junior (1-3 yrs),Full-Time,,10.2,"REST APIs, Django, FastAPI, Docker",B.Sc (CS/IT)
AI Engineer,,MNC,E-Commerce,,Tier 1,Junior (1-3 yrs),Full-Time,,11.4,"Python, LangChain, NLP, LLMs",M.Tech/M.E.
Software Engineer,,PSU/Govt,FinTech,,Tier 1,Junior (1-3 yrs),Full-Time,,6.7,"REST APIs, C++, Git, Algorithms",B.Tech/B.E.
Product Manager,,MNC,Information Technology,,Remote,Mid (3-6 yrs),Full-Time,,14.7,"SQL, Agile, Product Strategy, User Research",B.Tech/B.E.
Backend Developer,,PSU/Govt,Information Technology,,Tier 1,Fresher (0-1 yr),Full-Time,,4.1,"FastAPI, PostgreSQL, Redis, Django, Java, Docker",B.Tech/B.E.
Product Manager,,Startup,EdTech,,Remote,Junior (1-3 yrs),Full-Time,,9.6,"A/B Testing, User Research, SQL, Product Strategy, Roadmapping, JIRA",M.Tech/M.E.
Frontend Developer,,Indian Unicorn,FinTech,,Tier 1,Mid (3-6 yrs),Full-Time,,25.4,"Figma, HTML/CSS, Next.js",B.Tech/B.E.
React Developer,,MNC,Government/PSU,,Tier 2,Mid (3-6 yrs),Full-Time,,19,"TypeScript, Next.js, React, Redux, HTML/CSS, JavaScript",M.Tech/M.E.
Backend Developer,,MNC,Banking & Finance,,Remote,Mid (3-6 yrs),Full-Time,,15.2,"MongoDB, Redis, Java, Django",B.Sc (CS/IT)
Data Scientist,,Indian Unicorn,FinTech,,Remote,Junior (1-3 yrs),Full-Time,,11.1,"NLP, Machine Learning, SQL, Scikit-learn",MCA
MLOps Engineer,,PSU/Govt,Information Technology,,Remote,Mid (3-6 yrs),Internship,,3.2,"AWS, Kubernetes, Python, Docker",B.Tech/B.E.
Software Engineer,,Startup,FinTech,,Tier 1,Lead (10+ yrs),Full-Time,,61.5,"Data Structures, C++, System Design, Git",B.Tech/B.E.
MLOps Engineer,,PSU/Govt,FinTech,,Remote,Mid (3-6 yrs),Part-Time,,10.5,"Kubernetes, Docker, Python, Airflow, MLflow",B.Tech/B.E.
QA Engineer,,MNC,Information Technology,,Remote,Senior (6-10 yrs),Full-Time,,43.7,"API Testing, JIRA, Manual Testing, Postman, Python",MCA
Product Manager,,Startup,E-Commerce,,Tier 1,Fresher (0-1 yr),Full-Time,,4.6,"SQL, User Research, A/B Testing, Roadmapping, Agile, JIRA",M.Tech/M.E.
Software Engineer,,Startup,Retail,,Remote,Fresher (0-1 yr),Full-Time,,6.3,"C++, Data Structures, Git, Python, Algorithms",B.Tech/B.E.
React Developer,,MNC,FinTech,,Tier 1,Fresher (0-1 yr),Full-Time,,6.7,"TypeScript, JavaScript, Next.js, Redux, HTML/CSS",B.Com + Certification
MLOps Engineer,,MNC,Media & Entertainment,,Remote,Fresher (0-1 yr),Contract,,5.4,"Python, AWS, Docker, MLflow, Airflow, CI/CD",B.Tech/B.E.
Node.js Developer,,Indian Unicorn,Automobile,,Remote,Mid (3-6 yrs),Full-Time,,19.8,"Node.js, TypeScript, Express.js, JavaScript, REST APIs, MongoDB",BCA
Business Analyst,,Indian Unicorn,E-Commerce,,Tier 1,Senior (6-10 yrs),Contract,,36.2,"Power BI, Requirements Gathering, Excel, SQL, Agile",BCA
iOS Developer,,MNC,FinTech,,Remote,Mid (3-6 yrs),Full-Time,,16.5,"Firebase, Xcode, REST APIs, Core Data, SwiftUI, Swift",B.Sc (CS/IT)
